,Title,Authors,Categories,Keywords,Description,Type of (possible) format,,,,,,,,,
495,Integration of serial sensory information in haptic perception of softness,"['by Metzger, Anna Lezkan, Alexandra Drewing, Knut', 'Metzger, Anna', 'Metzger, Anna', 'Lezkan, Alexandra', 'Lezkan, Alexandra', 'Drewing, Knut', 'Drewing, Knut']","['Neuroscience', 'Environmental Sciences not elsewhere classified', 'Biological Sciences not elsewhere classified', 'Science Policy']","['perception', 'haptic', 'softness', 'stiffness']","Redundant estimates of an environmental property derived simultaneously from different senses or cues are typically integrated  according to the Maximum Likelihood Estimation model (MLE): Sensory estimates are weighted according to their reliabilities,  maximizing the percept""s reliability. Mechanisms underlying the integration of sequentially derived estimates from one sense are less clear. Here we investigate the integration of seriallysampled redundant information in softness perception. We developed a  method to manipulate haptically perceived softness of silicone rubber stimuli during bare finger exploration. We then manipulated softness estimates derived from single movement segments (indentations) in a multi-segmented exploration to assess their  contributions to the overall percept. Participants explored two stimuli in sequence, using 2-5 indentations and reported which stimulus felt softer. Estimates of the first stimulus' softness contributed to the judgments similarly, whereas for the second stimulus  estimates from later as compared to earlier indentations contributed less. In line with unequal weighting, the percept""s reliability  increased with increasing exploration length less than predicted by the MLE model. This pattern of results is well explained by  assuming that the representation of the first stimulus fades when the second stimulus is explored, which fits with a   neurophysiological model of perceptual decisions (Deco et al., 2010).
  There are zip files for every experiment (1 & 2a-d), which contain all data relative to the publication. The data of each participant is contained in a separate folder. This folder contains a *.raw file for each session of the experiment and a ""data"" folder, which contains movement trajectories (*.trj files) and the staircase reversals for each condition (*.pse files) in separate folders for each session. In every experiment folder there is a list of trials which were excluded from the analyses.
Variables of Experiment 1 are described in the file VARIABLE_CODES_EXP1.txt and the variables of Experiment 2a-d are described in the file VARIABLE_CODES_EXP2.txt.
 ",.trj,,,,,,,,,
496,Haptic aftereffect of softness,"['by Metzger, Anna Drewing, Knut', 'Metzger, Anna', 'Metzger, Anna', 'Drewing, Knut', 'Drewing, Knut']","['Neuroscience', 'Environmental Sciences not elsewhere classified', 'Biological Sciences not elsewhere classified', 'Science Policy', 'Mental Health']","['perception', 'haptic', 'adaptation', 'after-effect', 'softness', 'stiffness']","Past sensory experience can influence present perception. We studied the effect of adaptation in haptic softness perception. Participants compared two silicon rubber stimuli, a reference and a comparison stimulus, by indenting them simultaneously with the index fingers of their two hands and decided which one felt softer. In adaptation conditions the index finger that explored the  reference stimulus had previously been adapted to another rubber stimulus. The adaptation stimulus was indented 5 times with a force of >15N, thus the two in-dex fingers had a different sensory past. In baseline conditions there was no previous adaptation. We measured the Points of Subjective Equality (PSEs) of one reference stimulus to a set of comparison stimuli. We used four different adaptation stimuli, one was harder, two were softer and one had approximately the same compliance as compared to the reference stimulus. PSEs shifted as a function of the compliance of the adaptation stimulus: the reference was per-ceived to be softer when the finger had been adapted to a harder stimulus and it was perceived to be harder after adaptation to a softer stimulus. We conclude that recent sensory experience causes a shift of haptically perceived softness away from the softness of the adaptation stimulus. The finding that perceived softness is susceptible to adaptation suggests that there might be neural chan-nels tuned to different softness values and softness is an independent primary perceptual quality.
Metzger, A., & Drewing, K. (2016). Haptic Aftereffect of Softness. In F. Bello, H. Kajimoto & Y. Visell (Eds.), Haptics: Perception, Devices, Control, and Applications: 10th International Conference, EuroHaptics 2016, London, UK, July 4-7, 2016, Proceedings, Part I (pp. 23-32). Berlin Heidelberg: Springer.
  The Zip file contains all data relative to the publication. The data of each participant is contained in a separate folder. This folder contains a *.raw file for each session of the experiment and a ""data"" folder, which contains movement trajectories (*.trj files) and the staircase reversals for each condition (*.pse files) in separate folders for each session.
A description of the variables is contained in the file VARIABLE_CODES.txt",.trj,,,,,,,,,
497,ENT for Zambia,"['by COSECSA/RCSI Collaboration Programme', 'COSECSA/RCSI Collaboration Programme', 'COSECSA/RCSI Collaboration Programme']",['Surgery'],"['ENT', 'Zambia']",ENT for Zambia,.ent,,,,,,,,,
498,Improving the GP Referral Process to an ENT Outpatient Clinic,"['by Kellie Nwaokorie', 'Kellie Nwaokorie', 'Kellie Nwaokorie']",['Uncategorized'],['IR content'],"In the Health Service Executive the general practitioner (GP) acts as an arbitrator to secondary specialist care. The patient referral is a key aspect of the GP role. The referral involves a transfer of clinical responsibility between professionals; however, the current Irish process is variable and unsustainable. There is an inconsistency of information in referrals directed to the Otolaryngology (ENT) department of a teaching hospital in Dublin. This Quality Improvement (QI) project plan centres on improving the GP referral process to an ENT outpatient clinic. The intent is to provide GPs with an explicit referral pathway for the most commonly referred presenting complaints. Consequently, creating a standardised referral process, and, over time, decrease the long outpatient waitlist. Adopting specific QI tools, including a driver diagram and process flow map, the factors contributing to unnecessary referrals were identified. The data collected identified the five most commonly referred ENT conditions: Sinusitis (21.8%), Tonsillitis (21.1%), Hearing Loss (20.7%), Tinnitus (20.1%) and Swallow Disturbance (16.1%). A sample of 51 referrals were benchmarked against the national standard referral form and graded to a maximum of 39 points. The results exhibited that 47% were eReferral and 53% were paper, achieving average scores of 23.8 and 19, consecutively. In total 92% of referrals were deemed ‘inappropriate’. A concise GP guideline titled ‘The Top Five’ was created for implementation and consists of clear, supportable ENT referral guidance. The intent is to provide a structured GP ENT referral and management pathway for patients depending on their clinical need.",.ent,,,,,,,,,
499,Reducing the Waiting List for New Referrals to the ENT Outpatient Department,"['by Jana Crowley', 'Jana Crowley', 'Jana Crowley']",['Uncategorized'],['IR content'],"Lengthy outpatient waiting lists are a global healthcare concern affecting most hospital specialities, including in Ireland. The result is a delay in treatment and suboptimal outcomes for newly referred patients. Simultaneously, patients requiring long-term follow-up care exist amid this overburdened system. Data collection showed that in December 2017, 3,944 patients were waiting for a first time appointment within the ENT service of a large urban teaching hospital in Dublin. Of these, 766 were waiting to be seen by just one consultant and a total of 399 were waiting for more than 52 weeks. Of the 882 patients who were seen by the consultant between January and December 2017, only 252 were new referrals. These figures highlight the large proportion of return patients attending ENT outpatient services. This quality improvement project plan concentrates on an effort to improve waiting times for new patients by the creation of a non-physician-led ‘microsuction clinic’, which aims to streamline patients requiring regular care within the ENT department. Quality improvement tools including a driver diagram and an Ishikawa diagram were used to establish the root of the problem. With guidance of the DMAIC framework, the anticipated result could be a 46% reduction in the number of patients waiting more than twelve months, within one year of the projects implementation. Simultaneously, return patients could benefit from improved continuity of care and faster access to outpatient follow-up appointments.",.ent,,,,,,,,,
500,more 3d filetypes to test,"['by Patricia Sawamura', 'Patricia Sawamura', 'Patricia Sawamura']",['Database'],['Database'],Internal testing - Mendeley data - fake data,.ent,,,,,,,,,
501,more 3d filetypes to test,"['by Patricia Sawamura', 'Patricia Sawamura', 'Patricia Sawamura']",['Database'],['Database'],Internal testing - Mendeley data - fake data,.ent,,,,,,,,,
502,"Supplemental Material, Repr_Sci_Supporting_Information - Cardiovascular and Metabolic Health of 74 Children From Women Previously Diagnosed With Polycystic Ovary Syndrome in Comparison With a Population-Based Reference Cohort","['by Marlieke A. de Wilde Jacobien B. Eising Marlise N. Gunning Maria P.H. Koster Annemieke M.V. Evelein Geertje W. Dalmeijer Cuno S.P.M. Uiterwaal Marinus J.C. Eijkemans Cornelis K. van der Ent Folkert J. Meijboom Bart C.J.M. Fauser', 'Marlieke A. de Wilde', 'Marlieke A. de Wilde', 'Jacobien B. Eising', 'Jacobien B. Eising', 'Marlise N. Gunning', 'Marlise N. Gunning', 'Maria P.H. Koster', 'Maria P.H. Koster', 'Annemieke M.V. Evelein', 'Annemieke M.V. Evelein', 'Geertje W. Dalmeijer', 'Geertje W. Dalmeijer', 'Cuno S.P.M. Uiterwaal', 'Cuno S.P.M. Uiterwaal', 'Marinus J.C. Eijkemans', 'Marinus J.C. Eijkemans', 'Cornelis K. van der Ent', 'Cornelis K. van der Ent', 'Folkert J. Meijboom', 'Folkert J. Meijboom', 'Bart C.J.M. Fauser', 'Bart C.J.M. Fauser']","['Endocrinology', 'Pharmacology and Pharmaceutical Sciences not elsewhere classified', 'Biological Sciences not elsewhere classified', 'Pharmacology and Pharmaceutical Sciences not elsewhere classified']","['cardiovascular', 'metabolic', 'offspring', 'PCOS']","Supplemental Material, Repr_Sci_Supporting_Information for Cardiovascular and Metabolic Health of 74 Children From Women Previously Diagnosed With Polycystic Ovary Syndrome in Comparison With a Population-Based Reference Cohort by Marlieke A. de Wilde, Jacobien B. Eising, Marlise N. Gunning, Maria P. H. Koster, Annemieke M. V. Evelein, Geertje W. Dalmeijer, Cuno S. P. M. Uiterwaal, Marinus J. C. Eijkemans, Cornelis K. van der Ent, Folkert J. Meijboom, and Bart C. J. M. Fauser in Reproductive Sciences",.ent,,,,,,,,,
503,more 3d filetypes to test,"['by Patricia Sawamura Nick Pringle', 'Patricia Sawamura', 'Patricia Sawamura', 'Nick Pringle', 'Nick Pringle']",['Database'],['Database'],Internal testing - Mendeley data - fake data,.ent,,,,,,,,,
504,more 3d filetypes to test,"['by Patricia Sawamura Nick Pringle', 'Patricia Sawamura', 'Patricia Sawamura', 'Nick Pringle', 'Nick Pringle']",['Database'],['Database'],Internal testing - Mendeley data - fake data,.ent,,,,,,,,,
505,Arte y resistencia al extractivismo en Argentina. Lenguajes para reinventar lo común.,"['by Gabriela Merlinsky Paula Serafini', 'Gabriela Merlinsky', 'Gabriela Merlinsky', 'Paula Serafini', 'Paula Serafini']","['https://leicester.figshare.com/account/articles/10207649', 'Uncategorized']","['commons', 'extractivism', 'art activism', 'comunes', 'extractivismo', 'arte activismo']","In Argentina and other Latin American countries, the commodification of nature and the expropriation of territory are being challenged due to their impact on common goods. This article analyses expressions of resistance to these processes that adopt artistic forms and languages in order to intervene public discourses and public spaces. We investigate the ways in which the definition of the commons is produced through three different media: documentary film, visual arts, and creative interventions in the public space. En Argentina y otros países de América Latina, la mercantilización de la naturaleza y la expropiación del territorio son objeto de cuestionamiento por su afectación a los bienes comunes. Este artículo analiza aquellas expresiones de resistencia a estos procesos que asumen modalidades y lenguajes artísticos para la intervención en espacios y discursos públicos. Investigamos de qué manera se produce la definición de lo común en tres medios: el cine documental, las artes visuales, y las intervenciones creativas en el espacio público.",.ent,,,,,,,,,
506,more 3d filetypes to test,"['by Patricia Sawamura', 'Patricia Sawamura', 'Patricia Sawamura']",['Database'],['Database'],Internal testing - Mendeley data - fake data,.ent,,,,,,,,,
507,Sample dataset,"['by Patricia Sawamura Nick Pringle', 'Patricia Sawamura', 'Patricia Sawamura', 'Nick Pringle', 'Nick Pringle']",['Database'],['Database'],Internal testing - Mendeley data - fake data,.ent,,,,,,,,,
508,Sample dataset II,"['by Patricia Sawamura Nick Pringle', 'Patricia Sawamura', 'Patricia Sawamura', 'Nick Pringle', 'Nick Pringle']",['Database'],['Database'],Internal testing - Mendeley data - fake data,.ent,,,,,,,,,
509,Sample dataset III,"['by Patricia Sawamura Nick Pringle', 'Patricia Sawamura', 'Patricia Sawamura', 'Nick Pringle', 'Nick Pringle']",['Database'],['Database'],Internal testing - Mendeley data - fake data,.ent,,,,,,,,,
510,"Enzymatic Adenylation of 2,3-Dihydroxybenzoate Is Enhanced by a Protein−Protein Interaction between Escherichia coli 2,3-Dihydro-2,3-dihydroxybenzoate Dehydrogenase (EntA) and 2,3-Dihydroxybenzoate-AMP Ligase (EntE)","['by Sofia Khalil Peter D. Pawelek', 'Sofia Khalil', 'Sofia Khalil', 'Peter D. Pawelek', 'Peter D. Pawelek']","['Biophysics', 'Biochemistry', 'Space Science', 'Physical Sciences not elsewhere classified', 'Medicine', 'Microbiology', 'Cell Biology', 'Environmental Sciences not elsewhere classified', 'Chemical Sciences not elsewhere classified', 'Science Policy', 'Biological Sciences not elsewhere classified', 'Information Systems not elsewhere classified', 'Infectious Diseases', 'Computational Biology']","['DHB', '12.3 μ M', 'EntE donor residues', 'tetrameric EntA optimally', 'AUC', 'EntE activity', 'EntE assay mixture', 'SMCC', 'FRET', 'KD', 'NRPS']","The Escherichia coli siderophore enterobactin is synthesized in response to iron starvation. 2,3-Dihydro-2,3-dihydroxybenzoate dehydrogenase (EntA) produces 2,3-dihydroxybenzoate (DHB), a biosynthetic intermediate. 2,3-Dihydroxybenzoate-AMP ligase (EntE) adenylates DHB, activating it for attachment to the NRPS substrate holo-EntB. Using analytical ultracentrifugation, we found that EntA undergoes concentration-dependent dimer−tetramer self-association (KD = 12.3 μM). We further found that EntA can form a specific complex with EntE. Pull-down assays revealed that recombinant EntA bait pulled down EntE from E. coli lysates, whereas recombinant EntE bait could pull down EntA. Addition of the SMCC cross-linker to a mixture of EntA and EntE resulted in a cross-linked product with a molecular mass of >250 kDa, suggesting a complex stoichiometry of one EntA tetramer and four EntE monomers. The effect of EntA on EntE activity was also examined. Addition of a 4-fold excess of EntA to an EntE assay mixture resulted in a 6-fold stimulation of EntE activity. EntA was also found to perturb the FRET signal between EntE donor residues and EntE-bound DHB. By following the EntA-dependent decrease in the magnitude of the EntE−DHB FRET signal, EntA−EntE binding behavior was found to be sigmoidal, suggesting the presence of both low- and high-affinity binding sites. The EntA−EntE interaction was also directly measured by isothermal titration calorimetry at 10 °C. The resulting binding isotherm fit well to a model describing two binding sites, supporting our AUC and fluorescence data. Taken together, our data show that tetrameric EntA optimally interacts with EntE, resulting in an enhancement of EntE activity.",.ent,,,,,,,,,
